"",latitude,longitude,station_id,name,popularity,rating,price,distance,fsq_id
228,49.287464,-123.060771,8e44a17d2fa446ca220b90c7063b42ca,Resurrection Spirits Distillery & Tasting Room,0.946653,NaN,2.0,940,59f5331facb00b73e311a7f4
229,49.285575,-123.061575,7c17f51469f1a7145455f65ef6afbd87,Bad Apple Vegan Restaurant & Bar,0.694920,NaN,1.0,673,6207380bcd3d9c72c33ffe1a
230,49.251358,-123.115637,e1432b72df561a1df34290679ec9c773,Jack the Hair Co. For Guys,NaN,NaN,NaN,416,82917ac2e6b44cfa103bf2a0
231,49.249184,-123.116141,549f00f6039e8bb702a00dcca08a8ed0,Jack the Hair Co. For Guys,NaN,NaN,NaN,660,82917ac2e6b44cfa103bf2a0
232,49.249184,-123.116141,549f00f6039e8bb702a00dcca08a8ed0,Jack the Hair Co. For Guys,NaN,NaN,NaN,660,82917ac2e6b44cfa103bf2a0
233,49.289255,-123.132677,0c42f45e4a14957ad4a6d521d0ba8bc3,Bayside Lounge,0.950270,7.1,3.0,689,4abef83df964a520a39020e3
234,49.252656,-123.067965,62a202eb98c0a4b09ba6746f5ee94ab3,Toby's on the Drive,NaN,NaN,NaN,844,bb49325fb8c9435a541dd771
235,49.259469,-123.145718,04f64fde5ba1ebde8ad78c74914adb34,Manchester Public House Inc,0.851344,5.2,1.0,548,4da64682a86ecc5168cc7385
236,49.277178,-123.130000,cc2084e365f6f230fe26bae0b6867775,Lux Lounge,0.973517,7.4,2.0,270,51c28ccf498e3b117e3f7f29
237,49.291597,-123.129158,f38bac9712f3beee2149ba2a97048878,The Park at English Bay,0.987034,7.2,1.0,1021,4fa9855fd5fbb674a8873b8a
238,49.247204,-123.101549,9ee3bc9e836768e3e04e4f3328dae03b,Spirithouse,0.089216,NaN,NaN,103,4fa46a9b6b74a855964b9d60
239,49.285670,-123.112543,aa1cbf97abc3cd50515bc54633a9bb2a,Six Acres,0.938771,8.1,1.0,647,4aa7329cf964a5203f4c20e3
240,49.280977,-123.035969,a74744ce4bb7ea2aa9f406ac8bff95d8,The Rustic Llama Cafe,0.873353,NaN,1.0,870,4e9f85bf30f854cd9bf64a29
241,49.270783,-123.141564,5699b40126e10c2f68eefc3eb18ff3a1,Lucky Taco,0.869412,6.7,1.0,981,57b26a56cd104357811923e4
242,49.264019,-123.209176,34fd37d12eb989b49518ef53941ee3ff,Varsity Barbers,0.751961,NaN,NaN,282,509ad61591d477646f22cb2f
243,49.265800,-123.205960,b7dd37a7dd668d6d10024b7f18acc438,The Good Stuff,0.769515,NaN,NaN,335,5978d136851de569bc454a8a
244,49.265442,-123.187738,cc25ae4f093b33ba0afd1dbc0dd20324,Nick's Barber Shop,0.794856,NaN,NaN,885,4d31ef57b6093704ac58f1df
