"",name,station_id,rating,price,lat_long,distance,source,id,fsq_id
1487,MeeT in Gastown,f1ca711137cde59e824167a4274df888,4.0,$$,"49.279342,-123.101822",505.457658,yelp,LXW8pRE_VLi8gnW94s-GFg,NaN
1488,New Town Bakery & Restaurant,f1ca711137cde59e824167a4274df888,3.5,$,"49.279342,-123.101822",116.820081,yelp,NN19pPLwqETuATMNlUNb_Q,NaN
1489,Nuba in Gastown,f1ca711137cde59e824167a4274df888,4.0,$$$,"49.279342,-123.101822",683.202629,yelp,IKWsLkiJLA4YwiIoxnaZaQ,NaN
1490,Local Public Eatery,f1ca711137cde59e824167a4274df888,4.0,$$,"49.279342,-123.101822",502.899261,yelp,QjL-xP8-NlBamuh979Ze9A,NaN
1491,Gain Wah Restaurant,f1ca711137cde59e824167a4274df888,4.0,$,"49.279342,-123.101822",209.420934,yelp,CaW6UlH48vE1oJur583DZQ,NaN
1492,Five Sails Restaurant,f1ca711137cde59e824167a4274df888,4.5,$$$$,"49.279342,-123.101822",1275.046621,yelp,OUzfOoeRg_OY4MChz7VguA,NaN
1493,The Belgard Kitchen,f1ca711137cde59e824167a4274df888,4.0,$$,"49.279342,-123.101822",723.677210,yelp,LOy9EL7UeiKRqdUWUcbtZw,NaN
1494,Torafuku,f1ca711137cde59e824167a4274df888,4.0,$$,"49.279342,-123.101822",415.489506,yelp,7XnemYpqDJkUWH6u4D_BdQ,NaN
1495,Kouign Café,f1ca711137cde59e824167a4274df888,4.5,NaN,"49.279342,-123.101822",191.750535,yelp,8PrTJSFICr4f_dMictWkuA,NaN
1496,Pourhouse Restaurant,f1ca711137cde59e824167a4274df888,4.0,$$,"49.279342,-123.101822",714.955454,yelp,n4y_jKEQLIQeDjHge9uJvw,NaN
1497,Gringo,f1ca711137cde59e824167a4274df888,4.5,$,"49.279342,-123.101822",494.735169,yelp,xotJvqXcjsDSnbL993L5rg,NaN
1498,Ask For Luigi,f1ca711137cde59e824167a4274df888,4.0,$$,"49.279342,-123.101822",642.451919,yelp,V-kQkPZzlOXIqk3rSqkikg,NaN
1499,Mello,f1ca711137cde59e824167a4274df888,4.5,$,"49.279342,-123.101822",252.064773,yelp,MbdhO2b7-88vSPrSfyqaRw,NaN
1500,Fanny Bay Oyster Bar & Shellfish Market,4f6ebf2026d540ffe40e29a80138ad5e,4.5,$$,"49.273833,-123.114373",531.297525,yelp,Ufhxnrt_OJu4jHfVTP3aRQ,NaN
1501,Blue Water Cafe,4f6ebf2026d540ffe40e29a80138ad5e,4.5,$$$$,"49.273833,-123.114373",557.354007,yelp,gt1BSfVFvzI-qHdJ3LUZug,NaN
1502,Honey Salt,4f6ebf2026d540ffe40e29a80138ad5e,3.5,$$,"49.273833,-123.114373",203.994351,yelp,3r3RHfuLPgRSiRkp5udXSw,NaN
1503,The Flying Pig,4f6ebf2026d540ffe40e29a80138ad5e,4.0,$$,"49.273833,-123.114373",572.039285,yelp,NdEPf2Ls5Ql3_nkwjqKvXA,NaN
1504,The Victor,4f6ebf2026d540ffe40e29a80138ad5e,3.5,$$$$,"49.273833,-123.114373",235.511215,yelp,YV0tyc6-C57Ld-Znasm3Vw,NaN
1505,Lupo,4f6ebf2026d540ffe40e29a80138ad5e,4.5,$$$,"49.273833,-123.114373",530.695829,yelp,wHTXCWVsx2PYPT21JV-HeQ,NaN
1506,OEB Breakfast Co. Yaletown,4f6ebf2026d540ffe40e29a80138ad5e,4.5,$$,"49.273833,-123.114373",357.369003,yelp,QmkGDL-8zexdKV3Xcn8ZYg,NaN
1507,Robba da Matti,4f6ebf2026d540ffe40e29a80138ad5e,4.0,$$$,"49.273833,-123.114373",502.055677,yelp,htvl5L_V-zKN0UvUgP60PQ,NaN
1508,Rodney's Oyster House,4f6ebf2026d540ffe40e29a80138ad5e,4.0,$$,"49.273833,-123.114373",642.443086,yelp,xYDUAD4JGLVnQUB2i8njBA,NaN
1509,Minami,4f6ebf2026d540ffe40e29a80138ad5e,4.0,$$$,"49.273833,-123.114373",493.561302,yelp,gV9lrbWr1CE1Jl0E58UO2g,NaN
1510,Chambar,4f6ebf2026d540ffe40e29a80138ad5e,4.0,$$$,"49.273833,-123.114373",772.573375,yelp,_4R46MNkwx9MeOyt0YfNxA,NaN
1511,Jam Cafe on Beatty,4f6ebf2026d540ffe40e29a80138ad5e,4.5,$$,"49.273833,-123.114373",791.667518,yelp,LjdbthVdtLYKSi7iVAFl0g,NaN
1512,Cioppino's Mediterranean Grill,4f6ebf2026d540ffe40e29a80138ad5e,4.5,$$$$,"49.273833,-123.114373",570.190431,yelp,RIb01mB9pEJ3yeebyHb4XA,NaN
1513,Black Rice Izakaya,4f6ebf2026d540ffe40e29a80138ad5e,4.0,$$,"49.273833,-123.114373",512.729174,yelp,8HH7xRjmjwzkhADZWir_Cw,NaN
1514,Elisa,4f6ebf2026d540ffe40e29a80138ad5e,4.0,$$$$,"49.273833,-123.114373",562.389296,yelp,rVuC98hyTNLaxtr5Y8rH9A,NaN
1515,Medina Cafe,4f6ebf2026d540ffe40e29a80138ad5e,4.0,$$,"49.273833,-123.114373",759.966152,yelp,VPqWLp9kMiZEbctCebIZUA,NaN
1516,Jinya Ramen Bar - Vancouver,4f6ebf2026d540ffe40e29a80138ad5e,4.0,$$,"49.273833,-123.114373",766.894795,yelp,8-l4x9EYK6JAbMycfrDU3Q,NaN
1517,Sushi Jin,4f6ebf2026d540ffe40e29a80138ad5e,4.5,$$$,"49.273833,-123.114373",936.860640,yelp,iMtUsHOqitE6Aau59K_XRg,NaN
1518,Le Crocodile Restaurant,4f6ebf2026d540ffe40e29a80138ad5e,4.5,$$$$,"49.273833,-123.114373",1211.170236,yelp,GSg5v3ZJxmMPrlAXqat8tA,NaN
1519,Brix & Mortar,4f6ebf2026d540ffe40e29a80138ad5e,4.0,$$$,"49.273833,-123.114373",581.666729,yelp,kZN_-zju67rEQVUSaewRhA,NaN
1520,Provence Marinaside,4f6ebf2026d540ffe40e29a80138ad5e,3.5,$$$,"49.273833,-123.114373",382.203221,yelp,yRjZg5jkJP6fZDxl15BWQA,NaN
1521,The Mexican Antojitos Y Cantina,4f6ebf2026d540ffe40e29a80138ad5e,4.5,$$,"49.273833,-123.114373",891.205181,yelp,AEyYLMPjnFWybOmD81pufg,NaN
1522,The Parlour,4f6ebf2026d540ffe40e29a80138ad5e,4.0,$$,"49.273833,-123.114373",539.829032,yelp,-naJRqkmbos0UeWApfEvtw,NaN
1523,Manoush'eh,4f6ebf2026d540ffe40e29a80138ad5e,5.0,$,"49.273833,-123.114373",880.291280,yelp,K1nbiOrySlw_-XG-3NmErQ,NaN
1524,Nuba in Gastown,4f6ebf2026d540ffe40e29a80138ad5e,4.0,$$$,"49.273833,-123.114373",1050.456429,yelp,IKWsLkiJLA4YwiIoxnaZaQ,NaN
1525,Caveman Cafe,4f6ebf2026d540ffe40e29a80138ad5e,4.5,$$,"49.273833,-123.114373",940.169747,yelp,ljnjap6GNVMvS1DNzgDOYA,NaN
1526,Tasty Indian Bistro,4f6ebf2026d540ffe40e29a80138ad5e,4.0,$$,"49.273833,-123.114373",698.227773,yelp,UwQyc3prSQp3pnvdSSmlaQ,NaN
1527,PiDGiN,4f6ebf2026d540ffe40e29a80138ad5e,4.0,$$$,"49.273833,-123.114373",1162.700180,yelp,H4h_nwZW7f2Yj9ONdzGxHQ,NaN
1528,La Terrazza,4f6ebf2026d540ffe40e29a80138ad5e,3.5,$$$,"49.273833,-123.114373",337.868492,yelp,upa_mgUMGWihLKC0D5vNMw,NaN
1529,JOEY Burrard,4f6ebf2026d540ffe40e29a80138ad5e,4.0,$$,"49.273833,-123.114373",1182.331888,yelp,nV-MkqGnkH1fyxuVCs5Jpw,NaN
1530,Nightshade,4f6ebf2026d540ffe40e29a80138ad5e,4.5,NaN,"49.273833,-123.114373",493.951113,yelp,tHc6x1Kuj9qkbZYUTTzkQg,NaN
1531,Shizen Ya,4f6ebf2026d540ffe40e29a80138ad5e,4.0,$$,"49.273833,-123.114373",1080.829257,yelp,as2xQt48ltKKDUQbMCBrMw,NaN
1532,Calabash Bistro,4f6ebf2026d540ffe40e29a80138ad5e,4.0,$$,"49.273833,-123.114373",1085.126026,yelp,nNhGmSP8xcBAWokkNv0m1w,NaN
1533,District Bar & Restaurant,4f6ebf2026d540ffe40e29a80138ad5e,4.0,$$,"49.273833,-123.114373",430.932608,yelp,Ev4OaNeVoq6UbKd8774dyA,NaN
1534,The Greek By Anatoli,4f6ebf2026d540ffe40e29a80138ad5e,4.0,$$,"49.273833,-123.114373",479.251377,yelp,DhWNZXfKSlUxMcQQ6EUkMA,NaN
1535,Tutto,4f6ebf2026d540ffe40e29a80138ad5e,4.5,$$$,"49.273833,-123.114373",611.520760,yelp,vdQbDQHPq_nA30ngxEgMJg,NaN
1536,Burgoo Bistro,4f6ebf2026d540ffe40e29a80138ad5e,4.0,$$,"49.273833,-123.114373",1172.654752,yelp,w4akEdaAoTT-bIgStOqeng,NaN
1537,Bacchus Restaurant & Lounge,4f6ebf2026d540ffe40e29a80138ad5e,4.0,$$$,"49.273833,-123.114373",1128.826623,yelp,2vXKCM4qvVhCiYuCjOSMEw,NaN
1538,MeeT in Yaletown,4f6ebf2026d540ffe40e29a80138ad5e,4.0,$$,"49.273833,-123.114373",557.823178,yelp,mkqiEUO9KZbYtFPaDGxT0w,NaN
1539,Passione Gelato,4f6ebf2026d540ffe40e29a80138ad5e,4.5,$$$,"49.273833,-123.114373",214.032896,yelp,s0INTkNshIntfZpKzeaHQA,NaN
1540,Boulevard,4f6ebf2026d540ffe40e29a80138ad5e,4.0,$$$,"49.273833,-123.114373",1205.050236,yelp,DJplkq9x17wm2V4vIT4brg,NaN
1541,D/6 Bar & Lounge,4f6ebf2026d540ffe40e29a80138ad5e,3.5,$$$,"49.273833,-123.114373",187.239141,yelp,Gi947_kXfuNiNgKuZFCdkw,NaN
1542,Di Beppe,4f6ebf2026d540ffe40e29a80138ad5e,4.0,$$,"49.273833,-123.114373",1189.753467,yelp,G42wPpAtYNSoX5QxEt6pVg,NaN
1543,Nero Waffles,4f6ebf2026d540ffe40e29a80138ad5e,4.5,$$,"49.273833,-123.114373",749.228782,yelp,L4jCuG3S-6kY0FVAyjiLNQ,NaN
1544,Maruhachi Ra-Men,4f6ebf2026d540ffe40e29a80138ad5e,4.0,$$,"49.273833,-123.114373",533.484030,yelp,pSburEkD_dG8gIcP39TOog,NaN
1545,Chinatown BBQ,4f6ebf2026d540ffe40e29a80138ad5e,4.5,$$,"49.273833,-123.114373",1178.230135,yelp,uxJqItMyU6pAJxxmveiXBw,NaN
1546,The Keg Steakhouse + Bar - Yaletown,4f6ebf2026d540ffe40e29a80138ad5e,3.5,$$$,"49.273833,-123.114373",482.950177,yelp,9Vu9gwCuAn4q9aVZrfIGWw,NaN
1547,West Oak Restaurant,4f6ebf2026d540ffe40e29a80138ad5e,3.5,$$$,"49.273833,-123.114373",472.553715,yelp,_Xxsjm_mUn5yQ17TrBmRHg,NaN
1548,The Belgian Chocolate Cafe,4f6ebf2026d540ffe40e29a80138ad5e,4.0,NaN,"49.273833,-123.114373",151.491223,yelp,GzJXmFMk3os70yp-THAZ6w,NaN
1549,Tendon Kohaku,4f6ebf2026d540ffe40e29a80138ad5e,4.5,$$,"49.273833,-123.114373",968.310021,yelp,S-wgeQmV5v4g4wti05zUlQ,NaN
1550,Kingyo,be14efdc86dedd6a8cd338e78ab4e7c7,4.5,$$,"49.28526,-123.141809",686.367447,yelp,crM1idgY_glhtxXT5kERNg,NaN
1551,Cactus Club Cafe,be14efdc86dedd6a8cd338e78ab4e7c7,3.5,$$,"49.28526,-123.141809",193.856891,yelp,7MTK1nzefMtcsz8eM2XYdg,NaN
1552,España Restaurant,be14efdc86dedd6a8cd338e78ab4e7c7,4.0,$$,"49.28526,-123.141809",326.923937,yelp,oLoO76fZnnci-TOj9xWF1A,NaN
1553,Guu with Garlic,be14efdc86dedd6a8cd338e78ab4e7c7,4.5,$$,"49.28526,-123.141809",786.897913,yelp,GmEeIcJ9vR04kxzYgPMEgg,NaN
1554,The Park Pub,be14efdc86dedd6a8cd338e78ab4e7c7,3.5,$$,"49.28526,-123.141809",195.045823,yelp,6ELhQh_Ha7RHOWBi0XvaXQ,NaN
1555,Hook Restaurant,be14efdc86dedd6a8cd338e78ab4e7c7,3.5,$$$,"49.28526,-123.141809",178.912487,yelp,gVnMnxlnb9cVPWJCLEnumg,NaN
1556,Bella Gelateria,be14efdc86dedd6a8cd338e78ab4e7c7,4.0,$$$,"49.28526,-123.141809",157.286864,yelp,sCyqVDtWysnVwkUvyN-uUQ,NaN
1557,Arike Restaurant,be14efdc86dedd6a8cd338e78ab4e7c7,5.0,NaN,"49.28526,-123.141809",180.550594,yelp,Q7d2jLllssfrP9u3JJGMIw,NaN
1558,CRAFT Beer Market,be14efdc86dedd6a8cd338e78ab4e7c7,4.0,NaN,"49.28526,-123.141809",179.555542,yelp,7bKQ2Cu5eyR9pAE_b41l9A,NaN
1559,Beeryani Indian Bistro & Bar,be14efdc86dedd6a8cd338e78ab4e7c7,4.5,NaN,"49.28526,-123.141809",223.267678,yelp,wO5ja_RW3Ay9pB3NncbVpQ,NaN
1560,Forage,be14efdc86dedd6a8cd338e78ab4e7c7,4.0,$$,"49.28526,-123.141809",945.957024,yelp,t-soDjOlN6XkySHBdhRkKA,NaN
1561,Zakkushi on Denman,be14efdc86dedd6a8cd338e78ab4e7c7,4.0,$$$,"49.28526,-123.141809",774.383989,yelp,pdQ4pZ7x9p9lUPY4JgItMw,NaN
1562,Noah's Cafe,be14efdc86dedd6a8cd338e78ab4e7c7,4.5,NaN,"49.28526,-123.141809",359.420550,yelp,U3L-K3CQsQOSETtmTCxiBQ,NaN
1563,Maruhachi Ra-men,be14efdc86dedd6a8cd338e78ab4e7c7,4.5,$$,"49.28526,-123.141809",849.058670,yelp,MELmrubCowx8e3G68WTqgQ,NaN
1564,Vonns,be14efdc86dedd6a8cd338e78ab4e7c7,4.5,NaN,"49.28526,-123.141809",223.267678,yelp,-MpINBxBi1yuLFVzniJFxw,NaN
1565,Tavola,be14efdc86dedd6a8cd338e78ab4e7c7,4.5,$$$,"49.28526,-123.141809",864.040684,yelp,DkKH_q0_vdWSWZwFhPFLZw,NaN
1566,Saku,be14efdc86dedd6a8cd338e78ab4e7c7,4.5,$$,"49.28526,-123.141809",818.985081,yelp,iid0VenH7rIp3AWuyQAAHw,NaN
1567,Tom Sushi,be14efdc86dedd6a8cd338e78ab4e7c7,4.5,$$,"49.28526,-123.141809",775.442351,yelp,o5YLdmUogknjtDzUBv5Smw,NaN
1568,Won More Szechuan Cuisine,be14efdc86dedd6a8cd338e78ab4e7c7,4.0,$$,"49.28526,-123.141809",223.267678,yelp,h4hJ1xxFmMPjhNpuPoFQNw,NaN
1569,Score on Davie,be14efdc86dedd6a8cd338e78ab4e7c7,4.5,$$,"49.28526,-123.141809",615.645557,yelp,MimKL6DZXjW6pAB2USBADg,NaN
1570,Sura Korean Cuisine,be14efdc86dedd6a8cd338e78ab4e7c7,4.0,$$,"49.28526,-123.141809",832.680987,yelp,rcLuoOWx3QHVRmGtrPt38A,NaN
1571,The Bayside Lounge,be14efdc86dedd6a8cd338e78ab4e7c7,3.5,$$,"49.28526,-123.141809",223.726913,yelp,-kPDlMIs5DBkQgxWaWvvBQ,NaN
1572,Papi's Seafood and Oyster Bar,be14efdc86dedd6a8cd338e78ab4e7c7,3.5,NaN,"49.28526,-123.141809",281.211553,yelp,KngyixLZ8Zj1jarr-Kv5fw,NaN
1573,Hokkaido Ramen Santouka,be14efdc86dedd6a8cd338e78ab4e7c7,4.0,$$,"49.28526,-123.141809",801.647169,yelp,i0xnuLimVcuSoBqO265obA,NaN
1574,Dinesty Dumpling House,be14efdc86dedd6a8cd338e78ab4e7c7,4.0,$$,"49.28526,-123.141809",819.349198,yelp,JgSGpSMHbGecAXs_o1rE_g,NaN
1575,Nook,be14efdc86dedd6a8cd338e78ab4e7c7,4.5,$$,"49.28526,-123.141809",861.208380,yelp,k7-oClu97qColM6BcCaQMw,NaN
1576,The Three Brits Public House,be14efdc86dedd6a8cd338e78ab4e7c7,3.5,$$,"49.28526,-123.141809",205.065605,yelp,xhDQ6kdJWnsxmfaGs1nYcA,NaN
1577,Peaked Pies,be14efdc86dedd6a8cd338e78ab4e7c7,4.5,$$,"49.28526,-123.141809",551.151036,yelp,E1W37ovBz6IVo5SEHVfD0g,NaN
1578,Café Portrait,be14efdc86dedd6a8cd338e78ab4e7c7,4.5,NaN,"49.28526,-123.141809",332.207290,yelp,nFxhMiWh2JRfaWW79aj66A,NaN
1579,Ramen Danbo,be14efdc86dedd6a8cd338e78ab4e7c7,4.5,$$,"49.28526,-123.141809",966.341993,yelp,jMz_y_-cWMfiZF7Q5snE6Q,NaN
1580,Nero Waffles,be14efdc86dedd6a8cd338e78ab4e7c7,4.5,$$,"49.28526,-123.141809",830.428911,yelp,icnhQBqyrQ2joCRtV_OORw,NaN
1581,Ofra’s Kitchen,be14efdc86dedd6a8cd338e78ab4e7c7,4.5,NaN,"49.28526,-123.141809",370.859606,yelp,tzJJt5AQjenw-VbUrEnfxw,NaN
1582,La Belle Patate,be14efdc86dedd6a8cd338e78ab4e7c7,4.0,$$,"49.28526,-123.141809",703.750110,yelp,z-1HXkudDPE4bY1TbCwE8Q,NaN
1583,Legendary Noodle House,be14efdc86dedd6a8cd338e78ab4e7c7,3.5,$$,"49.28526,-123.141809",387.093116,yelp,lkesp7bQlPaaANqGlTS1PA,NaN
1584,Gurkha Himalayan Kitchen,be14efdc86dedd6a8cd338e78ab4e7c7,4.0,$$,"49.28526,-123.141809",840.954849,yelp,V4PAaxKRgSE1-BvFLs9gKQ,NaN
1585,Maxine's Cafe & Bar,be14efdc86dedd6a8cd338e78ab4e7c7,4.5,$$,"49.28526,-123.141809",1111.041410,yelp,lQuQy5a4wk0WL7WpP2hwyQ,NaN
1586,Sushi Bar Maumi,be14efdc86dedd6a8cd338e78ab4e7c7,4.0,$$$$,"49.28526,-123.141809",790.737711,yelp,7_qZrRi_zs2GbnxmEAAVmQ,NaN
1587,The Red Accordion,be14efdc86dedd6a8cd338e78ab4e7c7,4.5,$$,"49.28526,-123.141809",915.546191,yelp,SIdbZcE5gp63UjRN8tLr0g,NaN
1588,Davie Dosa Company,be14efdc86dedd6a8cd338e78ab4e7c7,4.0,$$,"49.28526,-123.141809",679.384839,yelp,18aIKschS0rNDNr0sXWtww,NaN
1589,Tetsu Sushi Bar,be14efdc86dedd6a8cd338e78ab4e7c7,4.5,$$$$,"49.28526,-123.141809",875.128057,yelp,F5qWJO27UIzMmSObtD9Zeg,NaN
1590,Jingle Bao,be14efdc86dedd6a8cd338e78ab4e7c7,4.0,$$,"49.28526,-123.141809",865.018918,yelp,dryyG37-t2tjK0UMnZv6CA,NaN
1591,Number E Food,be14efdc86dedd6a8cd338e78ab4e7c7,5.0,$$,"49.28526,-123.141809",1159.314537,yelp,kDZTaeUaf78Jd25ktX8a8g,NaN
1592,Robba da Matti West End,be14efdc86dedd6a8cd338e78ab4e7c7,4.0,NaN,"49.28526,-123.141809",756.674507,yelp,kVjUbA6awd4KLakZ6PhBTg,NaN
1593,La Catrina Tacos,be14efdc86dedd6a8cd338e78ab4e7c7,4.5,$,"49.28526,-123.141809",282.296724,yelp,rhkj-58IoZ9p_CvYS3NbOQ,NaN
1594,English Bay Beach Park,be14efdc86dedd6a8cd338e78ab4e7c7,4.5,NaN,"49.28526,-123.141809",93.589214,yelp,VoziJj_Fw67OtZtdDzrpQg,NaN
1595,Giardino,be14efdc86dedd6a8cd338e78ab4e7c7,4.0,$$$,"49.28526,-123.141809",1251.619565,yelp,MczQsDyO6htU-KW8sCbqQA,NaN
1596,Mumu Kitchen,be14efdc86dedd6a8cd338e78ab4e7c7,4.0,NaN,"49.28526,-123.141809",154.282233,yelp,jht6zL_c5ZzsLXIpi9xfJQ,NaN
1597,Ukrainian Village,be14efdc86dedd6a8cd338e78ab4e7c7,4.0,$$,"49.28526,-123.141809",809.741670,yelp,ATcltJPyrq5MmrQFWcUCGg,NaN
1598,Damso Modern Korean Cuisine,be14efdc86dedd6a8cd338e78ab4e7c7,4.0,$$,"49.28526,-123.141809",693.084936,yelp,lWnrOBY0qxzv2-6jIyKpNQ,NaN
1599,Mediterranean Grill,be14efdc86dedd6a8cd338e78ab4e7c7,3.0,$$,"49.28526,-123.141809",284.211895,yelp,xShqhti6TQo5kxWs2fszJQ,NaN
1600,Hawksworth Restaurant,6ddeafa873279951630a00191333c45d,4.0,$$$,"49.281506,-123.120101",220.849217,yelp,70D_rxm388HaD2qMTB59xw,NaN
1601,Medina Cafe,6ddeafa873279951630a00191333c45d,4.0,$$,"49.281506,-123.120101",251.779108,yelp,VPqWLp9kMiZEbctCebIZUA,NaN
1602,Jinya Ramen Bar - Vancouver,6ddeafa873279951630a00191333c45d,4.0,$$,"49.281506,-123.120101",204.632285,yelp,8-l4x9EYK6JAbMycfrDU3Q,NaN
1603,JOEY Burrard,6ddeafa873279951630a00191333c45d,4.0,$$,"49.281506,-123.120101",264.034547,yelp,nV-MkqGnkH1fyxuVCs5Jpw,NaN
1604,Bacchus Restaurant & Lounge,6ddeafa873279951630a00191333c45d,4.0,$$$,"49.281506,-123.120101",218.447938,yelp,2vXKCM4qvVhCiYuCjOSMEw,NaN
1605,Fanny Bay Oyster Bar & Shellfish Market,6ddeafa873279951630a00191333c45d,4.5,$$,"49.281506,-123.120101",541.265466,yelp,Ufhxnrt_OJu4jHfVTP3aRQ,NaN
1606,Blue Water Cafe,6ddeafa873279951630a00191333c45d,4.5,$$$$,"49.281506,-123.120101",592.554502,yelp,gt1BSfVFvzI-qHdJ3LUZug,NaN
1607,Tendon Kohaku,6ddeafa873279951630a00191333c45d,4.5,$$,"49.281506,-123.120101",131.996645,yelp,S-wgeQmV5v4g4wti05zUlQ,NaN
1608,Miku,6ddeafa873279951630a00191333c45d,4.5,$$$,"49.281506,-123.120101",803.344248,yelp,4EV_ZcQmjAmP3pmO-_nb2A,NaN
1609,Boulevard,6ddeafa873279951630a00191333c45d,4.0,$$$,"49.281506,-123.120101",305.722715,yelp,DJplkq9x17wm2V4vIT4brg,NaN
1610,Le Crocodile Restaurant,6ddeafa873279951630a00191333c45d,4.5,$$$$,"49.281506,-123.120101",359.409432,yelp,GSg5v3ZJxmMPrlAXqat8tA,NaN
1611,Lupo,6ddeafa873279951630a00191333c45d,4.5,$$$,"49.281506,-123.120101",419.014693,yelp,wHTXCWVsx2PYPT21JV-HeQ,NaN
1612,Glowbal,6ddeafa873279951630a00191333c45d,3.0,$$$,"49.281506,-123.120101",218.288802,yelp,hf4T7aZ67pk6e8r4juQbEA,NaN
1613,Joe Fortes Seafood & Chop House,6ddeafa873279951630a00191333c45d,4.0,$$$,"49.281506,-123.120101",510.102728,yelp,2cXOMeyBCx4JFgs5-CJQdQ,NaN
1614,Gotham Steakhouse & Bar,6ddeafa873279951630a00191333c45d,4.0,$$$$,"49.281506,-123.120101",336.823947,yelp,cY7rImCLGK1PPNcivk3ofw,NaN
1615,Sushi Jin,6ddeafa873279951630a00191333c45d,4.5,$$$,"49.281506,-123.120101",344.343419,yelp,iMtUsHOqitE6Aau59K_XRg,NaN
1616,Guu Original Thurlow,6ddeafa873279951630a00191333c45d,4.0,$$,"49.281506,-123.120101",482.542593,yelp,XFVGGq47_5mUM9QQsRO8nA,NaN
1617,Cavo Bar and Kitchen,6ddeafa873279951630a00191333c45d,3.5,$$,"49.281506,-123.120101",187.508600,yelp,0jl_GNZrf0PUXnbUH797jw,NaN
1618,Japadog,6ddeafa873279951630a00191333c45d,4.0,$,"49.281506,-123.120101",184.725825,yelp,a7YBnJsJUSg5AnfDM9ZmYg,NaN
1619,Hy's Steakhouse & Cocktail Bar,6ddeafa873279951630a00191333c45d,4.0,$$$$,"49.281506,-123.120101",356.646116,yelp,LCQNNtLbY7Sa5zQI4nZPfg,NaN
1620,The Lennox Pub,6ddeafa873279951630a00191333c45d,3.5,$$,"49.281506,-123.120101",57.308833,yelp,JiWMDZKt-2firk2bYrwiyA,NaN
1621,Incognito Coffee,6ddeafa873279951630a00191333c45d,5.0,$$,"49.281506,-123.120101",130.377049,yelp,3ByjrLF8nyArUxvO6vqJCw,NaN
1622,The Flying Pig,6ddeafa873279951630a00191333c45d,4.0,$$,"49.281506,-123.120101",732.700766,yelp,NdEPf2Ls5Ql3_nkwjqKvXA,NaN
1623,Shizen Ya,6ddeafa873279951630a00191333c45d,4.0,$$,"49.281506,-123.120101",335.559000,yelp,as2xQt48ltKKDUQbMCBrMw,NaN
1624,Reflections Terrace,6ddeafa873279951630a00191333c45d,3.5,$$$,"49.281506,-123.120101",224.225153,yelp,T8qDErTkkQuneJIwKKmyKg,NaN
1625,Italian Kitchen,6ddeafa873279951630a00191333c45d,3.5,$$$,"49.281506,-123.120101",280.692065,yelp,g-WSOodoG-L81DFYWM0FMQ,NaN
1626,Cibo Trattoria,6ddeafa873279951630a00191333c45d,3.5,$$$,"49.281506,-123.120101",232.072892,yelp,E07HAZDr5pQW9r_T-h1Qcw,NaN
1627,Nero Waffles,6ddeafa873279951630a00191333c45d,4.5,$$,"49.281506,-123.120101",378.810437,yelp,L4jCuG3S-6kY0FVAyjiLNQ,NaN
1628,O Sushi,6ddeafa873279951630a00191333c45d,3.5,$$,"49.281506,-123.120101",91.400445,yelp,2wWEkXDeKiAdMXrNw1JVzw,NaN
1629,The Mexican Antojitos Y Cantina,6ddeafa873279951630a00191333c45d,4.5,$$,"49.281506,-123.120101",415.712357,yelp,AEyYLMPjnFWybOmD81pufg,NaN
1630,Zefferelli's,6ddeafa873279951630a00191333c45d,4.0,$$,"49.281506,-123.120101",582.829337,yelp,BUFt4lRzuOWUmqHBtv7AmQ,NaN
1631,Robba da Matti,6ddeafa873279951630a00191333c45d,4.0,$$$,"49.281506,-123.120101",688.085827,yelp,htvl5L_V-zKN0UvUgP60PQ,NaN
1632,Thierry,6ddeafa873279951630a00191333c45d,4.0,$$,"49.281506,-123.120101",414.133232,yelp,KXCXaF5qimmtKKqnPc_LQA,NaN
1633,Notch8 Restaurant & Bar,6ddeafa873279951630a00191333c45d,3.5,$$$,"49.281506,-123.120101",261.029134,yelp,8Wzyn8c4OZ4OANfKQNVGyw,NaN
1634,Uva Wine & Cocktail Bar,6ddeafa873279951630a00191333c45d,4.0,$$,"49.281506,-123.120101",232.072892,yelp,7tG5HXPSwk98q0Cc_ICicQ,NaN
1635,Pacifico Pizzeria & Ristorante,6ddeafa873279951630a00191333c45d,3.5,$$,"49.281506,-123.120101",283.449132,yelp,d8Ft7RlTYeR1v4owVyK6Dg,NaN
1636,Chambar,6ddeafa873279951630a00191333c45d,4.0,$$$,"49.281506,-123.120101",753.456548,yelp,_4R46MNkwx9MeOyt0YfNxA,NaN
1637,Earls Kitchen + Bar,6ddeafa873279951630a00191333c45d,3.5,$$,"49.281506,-123.120101",260.289469,yelp,DBaxxVNg13ng0_MfosTMJw,NaN
1638,Rodney's Oyster House,6ddeafa873279951630a00191333c45d,4.0,$$,"49.281506,-123.120101",828.922162,yelp,xYDUAD4JGLVnQUB2i8njBA,NaN
1639,Cactus Club Cafe,6ddeafa873279951630a00191333c45d,4.0,$$,"49.281506,-123.120101",902.507538,yelp,jKO4Og6ucdX2-YCTKQVYjg,NaN
1640,Jam Cafe on Beatty,6ddeafa873279951630a00191333c45d,4.5,$$,"49.281506,-123.120101",770.709460,yelp,LjdbthVdtLYKSi7iVAFl0g,NaN
1641,Paramount Fine Foods,6ddeafa873279951630a00191333c45d,3.5,$$,"49.281506,-123.120101",166.997708,yelp,DudKSeV0CYf3K9ApnihG2A,NaN
