empty_slots,free_bikes,id,latitude,longitude,name,timestamp,extra_ebikes,extra_has_ebikes,extra_last_updated,lat_long
10,6,8d6f0cbf7d44d2908c8ce73ed00dbf66,49.265336,-123.145823,Burrard & 7th,2023-09-21 19:03:51.205000,0,true,1695322706,"49.265336,-123.145823"
7,6,988f8f74c4a12d1a30ddf2f7cd6318f8,49.267628,-123.127698,South False Creek Seawall,2023-09-21 19:03:51.206000,0,true,1695322846,"49.267628,-123.127698"
10,5,2f09a64507cf6257c67ca20af27339eb,49.275938,-123.145939,Chestnut & McNicoll,2023-09-21 19:03:51.209000,0,true,1695322961,"49.275938,-123.145939"
2,17,73f388336d879bedc962cd412eb0296e,49.2756,-123.102661,Creekside Park North,2023-09-21 19:03:51.212000,1,true,1695322951,"49.2756,-123.102661"
8,12,cb6fddfdac7d350d25be475c7ab9e05a,49.284157,-123.099917,Alexander & Main,2023-09-21 19:03:51.673000,0,true,1695322816,"49.284157,-123.099917"
17,1,cadc004f0903ef45e898032143c0832f,49.258924,-123.152591,Arbutus Greenway & 14th,2023-09-21 19:03:51.767000,1,true,1695322989,"49.258924,-123.152591"
5,9,57e928d8c30fab0ebffb3ede850f89d6,49.266774,-123.141135,Arbutus Greenway & Fir,2023-09-21 19:03:51.768000,4,true,1695322854,"49.266774,-123.141135"
27,9,6526a2eb3832f9ba0224d237e901ea5b,49.273355,-123.154493,Kitsilano Beach Park,2023-09-21 19:03:51.765000,2,true,1695322877,"49.273355,-123.154493"
5,24,e44c2235dd603dbee54fe08f7543e85a,49.276144,-123.151272,Arbutus & McNicoll,2023-09-21 19:03:51.766000,4,true,1695322991,"49.276144,-123.151272"
13,4,3596b4831ee2ea7812de753b32306835,49.268339,-123.157443,Vine & 4th,2023-09-21 19:03:51.775000,1,true,1695322430,"49.268339,-123.157443"
6,8,c448b73d92f7f8e1daafb3b9c5fbe6a6,49.284062,-123.095097,Alexander & Dunlevy,2023-09-21 19:03:51.472000,0,true,1695322670,"49.284062,-123.095097"
11,2,5fc29e0ac42c11abb45bf12aaeb925bd,49.261742,-123.13148,Alder & 11th,2023-09-21 19:03:51.757000,2,true,1695322678,"49.261742,-123.13148"
10,2,61901a235d4cfceb7f8f2c3888b98617,49.262206,-123.109091,10th & Columbia,2023-09-21 19:03:51.416000,0,true,1695322853,"49.262206,-123.109091"
14,14,175a074bf65455d1633639511dc129c8,49.27023,-123.10651,1st & Manitoba,2023-09-21 19:03:51.423000,0,true,1695322976,"49.27023,-123.10651"
13,7,35eb539fb9298bb7e4f6759ca0256505,49.262062,-123.104656,10th & Ontario,2023-09-21 19:03:51.424000,2,true,1695322592,"49.262062,-123.104656"
18,0,7b8dfa12900bcb02b47a14e4e5010ba3,49.27033,-123.10275,Quebec & 1st,2023-09-21 19:03:51.425000,0,true,1695322723,"49.27033,-123.10275"
12,1,b30ed0719dd281867a4d39779c78b58a,49.258902,-123.109596,Columbia & 14th,2023-09-21 19:03:51.433000,0,true,1695322971,"49.258902,-123.109596"
11,7,e1a4d91fdae7e18483373f648141e53e,49.282224,-123.132778,Bute & Davie,2023-09-21 19:03:51.426000,5,true,1695322681,"49.282224,-123.132778"
14,0,ace20c241ee38643c9060f290b215b9d,49.265071,-123.123864,7th & Laurel,2023-09-21 19:03:51.397000,0,true,1695322670,"49.265071,-123.123864"
9,5,3aed670ccdcd94b966c0f505f8b028c7,49.265198,-123.131043,7th &  Alder,2023-09-21 19:03:51.394000,1,true,1695322673,"49.265198,-123.131043"
11,5,ae69aeab748d02e5a7d89da28a1a8511,49.273691,-123.102232,Science World,2023-09-21 19:03:51.395000,1,true,1695322611,"49.273691,-123.102232"
3,17,0c9ad3e3703e5869b82619ecdf54f43e,49.2685027,-123.0975014,1st & Scotia,2023-09-21 19:03:51.398000,0,true,1695322945,"49.2685027,-123.0975014"
15,3,f3708906ec71348f5a42579fede36a0d,49.288682,-123.11818,Shaw Tower,2023-09-21 19:03:51.311000,0,true,1695322659,"49.288682,-123.11818"
16,4,9449a6a83fbf88452e384350e5ac95b7,49.271741,-123.155421,York & Yew,2023-09-21 19:03:51.301000,0,true,1695322854,"49.271741,-123.155421"
16,4,365da33e9ce06ea53db1173a0f8eae71,49.262822,-123.14338,Pine & 10th,2023-09-21 19:03:51.309000,0,true,1695322936,"49.262822,-123.14338"
7,5,707c1c54e0278fbae5d0ae3c42a25b71,49.263635,-123.099236,8th & Scotia,2023-09-21 19:03:51.298000,1,true,1695322806,"49.263635,-123.099236"
16,4,5105df3dd0daf4c26980f4134f61e5cc,49.28763,-123.127245,Alberni & Jervis,2023-09-21 19:03:51.299000,2,true,1695322777,"49.28763,-123.127245"
5,13,82c794442f54fabf9db6e392ca1fac0f,49.297933,-123.130758,Stanley Park - Information Booth,2023-09-21 19:03:51.324000,1,true,1695322960,"49.297933,-123.130758"
11,1,2ca388bba54706770900ca2a9d7aa5be,49.258819,-123.131317,14th & Alder,2023-09-21 19:03:51.376000,1,true,1695323007,"49.258819,-123.131317"
6,7,e7bf01431a6982f032996ad50a9e5bd7,49.280284,-123.097052,Pender & Gore,2023-09-21 19:03:51.676000,3,true,1695322905,"49.280284,-123.097052"
5,13,1648ead5ea617d2cea115869d9516f5e,49.276294,-123.106534,Carrall & Seawall,2023-09-21 19:03:51.759000,1,true,1695323010,"49.276294,-123.106534"
4,10,91035fe1d70b65c9cb8ec4a007af7c7f,49.277469,-123.081315,Glen & Union,2023-09-21 19:03:51.753000,3,true,1695322880,"49.277469,-123.081315"
2,20,d3aaff4414a8c3fd5480c470f77ff68a,49.277665,-123.073653,Adanac & McLean,2023-09-21 19:03:51.323000,7,true,1695322974,"49.277665,-123.073653"
8,8,b307709b305dd04328fbbf2c6db86419,49.277436,-123.070427,Commercial & Adanac,2023-09-21 19:03:51.754000,1,true,1695322936,"49.277436,-123.070427"
12,4,e9c4bd1fffbb1e5b058b8ea15f7307f6,49.280332,-123.070068,Pender & Commercial,2023-09-21 19:03:51.755000,0,true,1695322739,"49.280332,-123.070068"
7,5,bb0847559ce71c93d8215c0997ea2811,49.279369,-123.091241,Keefer & Princess,2023-09-21 19:03:51.748000,1,true,1695322636,"49.279369,-123.091241"
12,8,1ef5c4ff3f0b09422bb1597fd9d7568b,49.283992,-123.091206,Alexander & Railway,2023-09-21 19:03:51.326000,3,true,1695322823,"49.283992,-123.091206"
14,0,ac3b8198f03754a0afb8b6ed6d220cdd,49.274881,-123.069323,Napier & Commercial,2023-09-21 19:03:51.215000,0,true,1695322610,"49.274881,-123.069323"
6,8,029a505bd4422a1afd127987757f71a6,49.275882,-123.071865,Britannia Parking Lot,2023-09-21 19:03:51.209000,0,true,1695322848,"49.275882,-123.071865"
4,10,0459b7e93703980b853cd65a9dc60596,49.273777,-123.092723,Thornton & National,2023-09-21 19:03:51.242000,0,true,1695322878,"49.273777,-123.092723"
22,6,a21f40838346e300063bdda3c5c04105,49.265005,-123.079481,Keith & 6th,2023-09-21 19:03:51.493000,2,true,1695322482,"49.265005,-123.079481"
8,6,6b1622540fe5c85d365754dd8c20bf0c,49.271377,-123.069416,Grant & Commercial,2023-09-21 19:03:51.677000,0,true,1695322610,"49.271377,-123.069416"
14,8,ebc551adb0fc1a684f4080e4954a9ba4,49.268616,-123.069908,2nd & Commercial,2023-09-21 19:03:51.660000,0,true,1695322876,"49.268616,-123.069908"
10,4,6eaa02e5bcf78db5386683d38fa2dabd,49.266969,-123.069936,4th & Commercial,2023-09-21 19:03:51.667000,0,true,1695322589,"49.266969,-123.069936"
13,6,983e58671adcc67af94457d7887dbb15,49.263242,-123.070521,8th & Commercial,2023-09-21 19:03:51.316000,1,true,1695322921,"49.263242,-123.070521"
22,4,797ff1725f8d2b18337de51e240ff60d,49.261403,-123.070102,10th & Commercial,2023-09-21 19:03:51.673000,0,true,1695322906,"49.261403,-123.070102"
9,5,277b4b4881bdb7dac73012672179def8,49.261263,-123.073707,Woodland & 10th,2023-09-21 19:03:51.470000,2,true,1695322849,"49.261263,-123.073707"
14,4,e1ff428dadc7c32141b9d89a7b56728a,49.262242,-123.081459,Glen & Broadway,2023-09-21 19:03:51.465000,0,true,1695322811,"49.262242,-123.081459"
5,7,012d3e06901cc222b1c2cf0a2ace3a29,49.262321,-123.09306,St George & Broadway,2023-09-21 19:03:51.275000,0,true,1695322957,"49.262321,-123.09306"
10,2,a6455af6b689bcbad07ae2c8a3419b50,49.264251,-123.073853,7th & Woodland,2023-09-21 19:03:51.476000,0,true,1695322490,"49.264251,-123.073853"
11,3,475627e149c1a6ba73caac8d8d2fa617,49.266751,-123.073501,Woodland & 4th,2023-09-21 19:03:51.486000,0,true,1695322845,"49.266751,-123.073501"
9,3,f387ec226c432c5c054e3d3616d90501,49.270684,-123.073562,Woodland & Graveley,2023-09-21 19:03:51.665000,3,true,1695322665,"49.270684,-123.073562"
1,13,1675a77b9af656faf527b4e6de53e63b,49.2731,-123.0732,Charles & Woodland,2023-09-21 19:03:51.491000,1,true,1695322952,"49.2731,-123.0732"
13,3,1bca0e944a4faf170db82793414b03ab,49.254667,-123.101389,18th & Main,2023-09-21 19:03:51.657000,2,true,1695322584,"49.254667,-123.101389"
6,8,d0782213f003ce9eb276fbceff44f1f4,49.256694,-123.096579,Prince Edward & 16th,2023-09-21 19:03:51.659000,0,true,1695322882,"49.256694,-123.096579"
11,3,1ef01f2f89621d51afbabaa6296e55be,49.258352,-123.096337,Prince Edward & 14th,2023-09-21 19:03:51.659000,0,true,1695323022,"49.258352,-123.096337"
12,4,c47a1f62ea461ce1c9f3e2478c657df6,49.258817,-123.092797,13th & St George,2023-09-21 19:03:51.425000,2,true,1695322992,"49.258817,-123.092797"
7,7,0cee06d7d10f7d3162cea03d22b7beed,49.26151,-123.089413,10th & Fraser,2023-09-21 19:03:51.281000,1,true,1695322871,"49.26151,-123.089413"
13,3,f62bc2bfe9a0a563d5b6745ce6d962ba,49.263382,-123.088837,8th & Fraser,2023-09-21 19:03:51.282000,1,true,1695322947,"49.263382,-123.088837"
11,1,1c8f7fd6535db12cc45cfc59aa9da058,49.261353,-123.085333,St Catherines & 10th,2023-09-21 19:03:51.327000,1,true,1695322978,"49.261353,-123.085333"
15,4,17a3320a52bcc62161908967f8a06613,49.264466,-123.085183,St Catherines & 7th,2023-09-21 19:03:51.328000,0,true,1695322585,"49.264466,-123.085183"
12,3,aed214941445e0345aa3254805a9e8b8,49.280197,-123.065859,Pender & Victoria,2023-09-21 19:03:51.413000,0,true,1695322520,"49.280197,-123.065859"
15,1,d67640af1b3b3b3ce47169dbc9182470,49.266725,-123.065925,Victoria & 4th,2023-09-21 19:03:51.405000,0,true,1695322579,"49.266725,-123.065925"
7,5,b2c6aaf2b4fa8937bfe3941c038683aa,49.261188,-123.066009,Victoria & 10th,2023-09-21 19:03:51.401000,1,true,1695322977,"49.261188,-123.066009"
13,3,0a43242bee10cd33f539af2c1bf5ecbf,49.256857,-123.065646,15th & Victoria (Trout Lake),2023-09-21 19:03:51.236000,1,true,1695322885,"49.256857,-123.065646"
8,10,198810b9b0af5d229d1b6fa12c620e06,49.283986,-123.065264,Triumph & Victoria,2023-09-21 19:03:51.297000,0,true,1695322621,"49.283986,-123.065264"
9,5,d02e2eaafda91425eddd24d8acd328ab,49.257985,-123.083366,Windsor & 14th,2023-09-21 19:03:51.298000,5,true,1695322950,"49.257985,-123.083366"
5,9,08c7a90bf297fde8c1f1156db13987d4,49.257939,-123.089531,14th & Fraser,2023-09-21 19:03:51.292000,1,true,1695322600,"49.257939,-123.089531"
8,6,97005696a3dff3366a8410b817388990,49.256496,-123.075426,15th & Knight,2023-09-21 19:03:51.296000,1,true,1695322816,"49.256496,-123.075426"
5,11,c52e51e3288a00993bdf892fdc2c2c2c,49.283236,-123.070443,Commercial & Pandora,2023-09-21 19:03:51.288000,1,true,1695322739,"49.283236,-123.070443"
1,15,7d231a181d21056e4ba80c4d9939fe92,49.267266,-123.090786,Carolina & Great Northern Way,2023-09-21 19:03:51.287000,2,true,1695322568,"49.267266,-123.090786"
7,7,dcf3d5c9f1b3a46f0ef2eb2247931f89,49.265242,-123.095577,6th & Prince Edward,2023-09-21 19:03:51.371000,2,true,1695322700,"49.265242,-123.095577"
7,7,9bee3167f10c884044cea0d36afcd1ef,49.265213,-123.090785,6th & Carolina,2023-09-21 19:03:51.367000,1,true,1695322761,"49.265213,-123.090785"
25,13,45a4c865db23e1cad0209afa5a799de0,49.302577,-123.155616,Stanley Park - Third Beach Parking Lot,2023-09-21 19:03:51.347000,3,true,1695322975,"49.302577,-123.155616"
14,2,fe0c57d04d6e682d284d501446095fc9,49.277595,-123.09583,Union & Dunlevy,2023-09-21 19:03:51.385000,0,true,1695322807,"49.277595,-123.09583"
8,8,b10d422b045805f1c350c47c983381e8,49.279235,-123.087528,Keefer & Hawks,2023-09-21 19:03:51.746000,0,true,1695322563,"49.279235,-123.087528"
10,6,4e8fdc99e77ba1b70d90e124a704d0c1,49.277333,-123.087359,Hawks & Union,2023-09-21 19:03:51.758000,2,true,1695322580,"49.277333,-123.087359"
13,9,b562f08327af465e4531e20226789489,49.273103,-123.069892,Charles & Commercial,2023-09-21 19:03:51.197000,0,true,1695323019,"49.273103,-123.069892"
19,1,4ac99b928a91d8ccb785c9d0b805adb6,49.261973,-123.09725,10th & Kingsway,2023-09-21 19:03:51.427000,1,true,1695323022,"49.261973,-123.09725"
10,11,99c81f71db35911c79a86a1c5edc5604,49.275295,-123.132585,Beach & Hornby,2023-09-21 19:03:51.231000,0,true,1695322959,"49.275295,-123.132585"
9,19,e12234b6f1299d178f34bffaca92f043,49.285871,-123.12105,Burrard Station (Melville & Dunsmuir),2023-09-21 19:03:51.469000,6,true,1695322922,"49.285871,-123.12105"
13,1,5a34495280727a5b50b9aa41e14e9a16,49.284893,-123.128685,Bute & Barclay,2023-09-21 19:03:51.221000,0,true,1695322737,"49.284893,-123.128685"
9,12,9130f9aa3bb037a04c17e6f2630327e5,49.263962,-123.112621,8th & Yukon,2023-09-21 19:03:51.413000,2,true,1695322824,"49.263962,-123.112621"
7,4,9a48ca226f82f52d02707b054ebc7e9e,49.277615,-123.091654,Princess & Union,2023-09-21 19:03:51.392000,0,true,1695322964,"49.277615,-123.091654"
2,20,b3bb9f58d3530d33a1a09b6be9e973e0,49.282214,-123.114101,Dunsmuir & Richards,2023-09-21 19:03:51.655000,11,true,1695322926,"49.282214,-123.114101"
8,12,c2f4e05c01ea0d27934ac7dbc50cbd0c,49.266456,-123.100324,5th & Main,2023-09-21 19:03:51.377000,3,true,1695322927,"49.266456,-123.100324"
9,11,9a5478470b56379c31cf4e671584d5cc,49.268216,-123.103168,3rd & Quebec,2023-09-21 19:03:51.365000,2,true,1695322985,"49.268216,-123.103168"
3,13,257715b845828e027ff35dd0f11c971e,49.284554,-123.111031,Richards & Cordova,2023-09-21 19:03:51.224000,4,true,1695322494,"49.284554,-123.111031"
2,17,910027847876403b57f1013c16504688,49.280216,-123.117639,Richards & Robson,2023-09-21 19:03:51.233000,6,true,1695322985,"49.280216,-123.117639"
10,14,06487275cd19694152824c7c3088e8ff,49.266314,-123.116011,Olympic Village Station,2023-09-21 19:03:51.457000,2,true,1695309778,"49.266314,-123.116011"
1,12,b428c0e64d9b9fdb3bf8e85c95ffdf6b,49.280852,-123.084746,Campbell & Hastings,2023-09-21 19:03:51.366000,1,true,1695322891,"49.280852,-123.084746"
12,3,d085c6749a32517e1fb0d070e4128402,49.285512,-123.1384,Cardero & Davie,2023-09-21 19:03:51.226000,1,true,1695322993,"49.285512,-123.1384"
29,11,a6aec7b8c25da4c02829cd7839b8933d,49.27821,-123.136972,Aquatic Centre,2023-09-21 19:03:51.742000,2,true,1695322708,"49.27821,-123.136972"
14,8,c924f6a41b130fad49cfae47271314bc,49.281301,-123.139108,Beach & Broughton,2023-09-21 19:03:51.682000,0,true,1695322973,"49.281301,-123.139108"
11,10,8e93d0da1ee6caadf21ed9575b5fa9da,49.283298,-123.142288,Beach & Cardero,2023-09-21 19:03:51.207000,2,true,1695322937,"49.283298,-123.142288"
